Site,Date,Comment
Jyndevad,11-06-2015,Irrigation - 27 mm ha-1. Started on eastside 11/06. Ended on westside 12/06
Jyndevad,16-06-2015,BBCH 59
Jyndevad,17-06-2015,Proline 250 EC (prothioconazole) - fungi - 0.8 L ha-1 (i.e. 200 g a.i. ha-1)
Jyndevad,23-06-2015,BBCH 60
Jyndevad,29-06-2015,BBCH 65
Jyndevad,30-06-2015,BBCH 65
Jyndevad,30-06-2015,Irrigation - 30 mm ha-1. Started on eastside 30/06. Ended on westside 01/07
Jyndevad,06-07-2015,BBCH 75
Jyndevad,08-07-2015,BBCH 75
Jyndevad,08-07-2015,Biomass 1358.8 g m-2 - 100% DM
Jyndevad,13-07-2015,BBCH 79
Jyndevad,13-07-2015,Irrigation - 30 mm ha-1 started on eastside 13/7 ended on westside 14/7
Jyndevad,14-07-2015,BBCH 79
Jyndevad,21-07-2015,BBCH 81
Jyndevad,03-08-2015,BBCH 83
Jyndevad,10-08-2015,BBCH 87
Jyndevad,20-08-2015,Harvest of winter wheat. Grain yield 79.7 hkg ha-1 85% DM, straw yield 71.5 hkg ha-1 100% DM, stubbleheight 15 cm. Straw shredded (left in field) at harvest.
Jyndevad,20-08-2015,Rotor harrowed, 5-6 cm depth
Jyndevad,07-03/2016,Ploughing - 22 cm depth
Jyndevad,21-03-2016,Sowing spring barley cv. KWS Irena, depth 4.0 cm, rowdistance 12 cm, seed rate 170 kg ha-1, final plantnumber 345 m2 - using a combine drill
Jyndevad,21-03-2016,Rolled with concrete roller
Jyndevad,21-03-2016,BBCH stage 0
Jyndevad,30-03-2016,BBCH stage 9
Jyndevad,04-04-2016,BBCH stage 10
Jyndevad,05-04-2016,BBCH stage 11
Jyndevad,05-04-2016,Fertilization 136.0 N, 17 P, 63 K, kg ha-1
Jyndevad,20-04-2016,BBCH stage 12
Jyndevad,20-04-2016,Sowing catch crop of grass and clover (Foragemax 42)
Jyndevad,27-04-2016,BBCH stage 13
Jyndevad,03-05-2016,BBCH stage 16
Jyndevad,03-05-2016,Fighter 480 (bentazone) - weeds - 1.5 L ha-1
Jyndevad,10-05-2015,BBCH stage 20
Jyndevad,10-05-2016,Emergence of catch crop – BBCH stage 09
Jyndevad,12-05-2016,Biomass 27.7 g m-2 - 100% DM
Jyndevad,17-05-2016,BBCH stage 27
Jyndevad,23-05-2016,BBCH stage 32
Jyndevad,31-05-2016,BBCH stage 37
Jyndevad,02-06-2016,BBCH stage 50
Jyndevad,02-06-2016,Bumper 25 EC (propiconazole) -fungi - 0.5 L ha-1 (i.e. 125 g a.i.ha-1)
Jyndevad,03-06-2016,Irrigation - 30 mm ha-1 started on eastside 4/6 ended on westside 3/6
Jyndevad,03-06-2016,BBCH stage 50
Jyndevad,03-06-2016,Biomass 721.7 g m-2 - 100% DM
Jyndevad,06-06-2016,BBCH stage 53
Jyndevad,08-06-2016,BBCH stage 56
Jyndevad,08-06-2016,Irrigation - 30 mm ha-1 started on eastside 8/6 ended on westside 9/6
Jyndevad,13-06-2016,BBCH stage 57
Jyndevad,20-06-2016,BBCH stage 58
Jyndevad,27-06-2016,BBCH stage 67
Silstrup,22-07-2010,Red fescue - 2. season
Silstrup,16-03-2011,Fertilization 50 N, 7 P, 24 K, kg ha-1
Silstrup,15-04-2011,Hussar OD (iodosulfuron) - weeds - 0.05 L ha-1 (not analysed)
Silstrup,15-04-2011,BBCH stage 20-25
Silstrup,19-04-2011,BBCH stage 25
Silstrup,19-04-2011,Biomass 185.6 g m-2 - 100% DM
Silstrup,26-04-2011,BBCH stage 25
Silstrup,26-04-2011,Fusilade Max (fluazifop-P-butyl) - weeds - 1.5 L ha-1
Silstrup,04-05-2011,BBCH stage 35
Silstrup,13-05-2011,Biomass 507.9 g m-2 - 100% DM
Silstrup,13-05-2011,BBCH stage 53
Silstrup,07-06-2011,BBCH stage 59
Silstrup,23-06-2011,BBCH stage 68
Silstrup,04-07-2011,BBCH stage 85
Silstrup,04-07-2011,Biomass 1,022.7 g m-2 - 100% DM
Silstrup,21-07-2011,Harvest of grass seed. Yield 15.2 hkg ha-1 - 87% DM
Silstrup,30-07-2011,Straw removed - straw yield 45.8 hkg ha-1 - 100% DM, stubble height 12 cm
Silstrup,31-07-2011,Red fescue
Silstrup,17-08-2011,Trimming of grass - 4-5 cm height
Silstrup,16-09-2011,BBCH stage 20
Silstrup,16-09-2011,Fox 480 SC (bifenox) - weeds - 1.5 L ha-1
Silstrup,29-09-2011,Trimming of grass - 5-6 cm height
Silstrup,05-10-2011,Pig slurry application - surface applied - 29.0 t ha-1 - 122,1 Total-N, 72.8 NH4-N,30.2 P, 52.2 K, 14,9 Mg, kg ha-1, 908 g ha-1 CU, (VAP no. 36552)
Silstrup,15-03-2012,Fertilization 60 N, 32 S kg ha-1
Silstrup,13-04-2012,DFF (diflufenican) - weeds - 0.15 L ha-1
Silstrup,13-04-2012,BBCH stage 25
Silstrup,13-04-2012,Biomass 176.5 g m-2 - 100% DM
Silstrup,19-04-2012,BBCH stage 25
Silstrup,19-04-2012,Fusilade Max (fluazifop-P-butyl) - weeds - 1.5 L ha-1
Silstrup,10-05-2012,BBCH stage 41
Silstrup,15-05-2012,BBCH stage 51
Silstrup,18-05-2012,BBCH stage 52
Silstrup,18-05-2012,Folicur (tebuconazole) - fungi - 1.0 L ha-1
Silstrup,22-05-2012,Biomass 441.9 g m-2 - 100% DM
Silstrup,22-05-2012,BBCH stage 57
Silstrup,07-06-2012,BBCH stage 60
Silstrup,22-06-2012,BBCH stage 67
Silstrup,03-07-2012,BBCH stage 85
Silstrup,05-07-2012,BBCH stage 85
Silstrup,05-07-2012,Biomass 915.3 g m-2 - 100% DM
Silstrup,25-07-2012,Harvest of grass seed. Yield 14.16 hkg ha-1 - 87% DM
Silstrup,25-07-2012,Straw removed - straw yield 48.3 hkg ha-1 - 100% DM, stubble height 12 cm
Silstrup,25-07-2012,BBCH stage 89
Silstrup,10-09-2012,Tracer (potasium bromide) 30.0 kg ha-1
Silstrup,10-09-2012,Glyfonova 450 Plus (glyphosate) - weeds (killing the red fescue) - 4.8 L ha-1
Silstrup,08-10-2012,Ploughed - depth 24 cm – packed
Silstrup,09-10-2012,Sowing winter wheat cv. Hereford. Depth 2.4 cm, seeding rate 200 kg ha-1, row distance 15.0 cm using a Horch Pronto 6 DC
Silstrup,17-10-2012,BBCH stage 5
Silstrup,24-10-2012,BBCH stage 9
Silstrup,24-10-2012,BBCH stage 9
Silstrup,31-10-2012,BBCH stage 10
Silstrup,09-11-2012,BBCH stage 10
Silstrup,09-11-2012,DFF (diflufenican) + Oxitril CM(ioxynil+bromoxynil - not analysed) - weeds - 0.12 g ha-1 +0.2 Lha-1
Silstrup,14-11-2012,BBCH stage 11
Silstrup,28-11-2012,BBCH stage 12
Silstrup,08-01-2013,BBCH stage 12
Silstrup,22-02-2013,BBCH stage 12
Silstrup,22-02-2013,Fertilization 52.5 N, 7.5 P, 25.0 K kg ha-1
Silstrup,03-05-2013,Sowing spring barlye cv. Quenc, replacing winter wheat injured by frost. Depth 3.8 cm, seeding rate 175 kg ha-1, row distance 15 cm, Horch Pronto 6 DC, final plant number 303 m-2
Silstrup,03-05-2013,The remaining winter wheat plants incorporated at the sowing of spring barley
Silstrup,04-05-2013,Fertilization 67.2 N, 9.6 P, 32.0 K kg ha-1
Silstrup,14-05-2013,BBCH stage 8
Silstrup,16-05-2013,BBCH stage 9
Silstrup,22-05-2013,BBCH stage 12
Silstrup,29-05-2013,BBCH stage 22
Silstrup,29-05-2013,Biomass 23.3 g m-2 - 100% DM
Silstrup,30-05-2013,BBCH stage 22
Silstrup,30-05-2013,Duotril 400 EC (ioxynil+bromoxynil) - weeds - 0.6 L ha-1
Silstrup,11-06-2013,BBCH stage 30
Silstrup,25-06-2013,BBCH stage 47
Silstrup,25-06-2013,Amistar (azoxystrobin) - fungi - 1.0 L ha-1
Silstrup,01-07-2013,Folicur 250 EC (tebuconazole) - fungi - 1.0 L ha-1
Silstrup,01-07-2013,BBCH stage 50
Silstrup,01-07-2013,Biomass 537.0 g m-2 - 100% DM
Silstrup,09-07-2013,BBCH stage 58
Silstrup,19-07-2013,BBCH stage 70
Silstrup,06-08-2013,BBCH stage 80
Silstrup,06-08-2013,Biomass 1332.1 g m-2 - 100% DM
Silstrup,14-08-2013,BBCH stage 86
Silstrup,20-08-2013,Glyfonova 450 Plus (glyphosate) - weeds (killing the grass) - 2.4 L ha-1
Silstrup,20-08-2013,BBCH stage 87
Silstrup,30-08-2013,BBCH stage 89
Silstrup,06-09-2013,Harvest of spring barley. Grain yield 59.8 hkg ha-1 - 85% DM, straw yield 46.0 hkg ha-1 - 100% DM, stubbleheight 14 cm. Straw shredded at harvest
Silstrup,20-09-2013,Liming 3.2 t ha-1
Silstrup,23-09-2013,Ploughed - depth 24 cm – packed
Silstrup,25-09-2013,Sowing winter wheat cv. Hereford. Depth 4 cm, seeding rate 190 kg ha-1, final plant number 346 m-2, row distance 15.0 cm using a Horch Pronto 6 DC
Silstrup,01-10-2013,BBCH stage 6
Silstrup,07-10-2013,BBCH stage 9 – emergence
Silstrup,16-10-2013,BBCH stage 10
Silstrup,16-10-2013,Oxitril CM (bromoxynil + ioxynil) + DFF (diflufenican) - weeds – 0.08 L ha-1+ 0.2 L ha-1 (bromoxynil and ioxynil not included)
Silstrup,30-10-2013,BBCH stage 12
Silstrup,05-11-2013,BBCH stage 13
Silstrup,20-11-2013,BBCH stage 13
Silstrup,04-12-2013,BBCH stage 13
Silstrup,07-04-2014,Fertilization 170.5 N, 23.3 P, 77.5 K kg ha-1
Silstrup,07-04-2014,BBCH stage 13
Silstrup,15-04-2014,BBCH stage 20
Silstrup,25-04-2014,BBCH stage 30
Silstrup,25-04-2014,Biomass 94.0 g m-2 - 100% DM
Silstrup,30-04-2014,BBCH stage 30
Silstrup,15-05-2014,BBCH stage 32
Silstrup,21-05-2014,BBCH stage 34
Silstrup,27-05-2014,BBCH stage 41
Silstrup,02-06-2014,Biomass 962.0 g m-2 - 100% DM
Silstrup,02-06-2014,BBCH stage 51
Silstrup,03-06-2014,BBCH stage 53
Silstrup,04-06-2014,Amistar (azoxystrobin) - fungi - 1.0 L ha-1
Silstrup,18-06-2014,BBCH stage 63
Silstrup,23-06-2014,BBCH stage 68
Silstrup,02-07-2014,Biomass 1776.5 g m-2 - 100% DM
Silstrup,02-07-2014,BBCH stage 75
Silstrup,08-07-2014,BBCH stage 76
Silstrup,16-07-2014,BBCH stage 79
Silstrup,22-07-2014,BBCH stage 83
Silstrup,25-07-2014,BBCH stage 87
Silstrup,25-07-2014,Glyfonova 450 Plus (glyphosate) - weeds - 2.4 L ha-1
Silstrup,15-08-2014,BBCH stage 90
Silstrup,16-08-2014,Harvest of winter wheat. Grain yield 83.5 hkg ha-1 - 85% DM, straw yield 113.8 hkg ha-1 - 100% DM, stubbleheight 14 cm. Straw shredded (left in field) at harvest
Silstrup,19-09-2014,Stubble harrowed, disk harrow (Heva Disc Roller) - depth 5-8 cm (incorporation of straw)
Silstrup,28-04-2015,Pig slurry application - accidified at application - hose applied at surface - 28.3 t ha-1 – 126.2 Total-N, 75.6 NH4-N, 44.2 P, 46.7 K, kg ha-1, DM of slurry 5.33%
Silstrup,28-04-2015,Ploughed - 24 cm depth
Silstrup,30-04-2015,Fertilization 112.5 K kg ha-1
Silstrup,30-04-2015,Seedbed preparation, 5-8 cm depth
Silstrup,02-05-2015,Sowing maiz cv. Ambition, depth 3.5 cm, rowdistance 75 cm, seed distance 14 cm seeding rate 10 m2. final plantnumber 7.4 m2 (seeds werer coated with thirame, fludioxonil and metalaxyl-M)
Silstrup,02-05-2015,Fertilization 30 N, 12.9 P, kg ha-1 (placed at sowing)
Silstrup,03-05-2015,BBCH 1
Silstrup,12-05-2015,BBCH 5
Silstrup,19-05-2015,BBCH 7
Silstrup,27-05-2015,BBCH 9
Silstrup,27-05-2015,Callisto (mesotrione) + Harmony SX (thifensulfuron-methyl) - weeds - (0.75 L ha-1+ 5.625 g ha-1) (i.e. 75 g a.i. ha-1 + 2.813 g a.i. ha-1
Silstrup,06-06-2015,BBCH 12
Silstrup,09-06-2015,BBCH 12
Silstrup,09-06-2015,Callisto (mesotrione) + MaisTer (foramsulfuron+iodosulfuron) - weeds - (0.75 L ha-1 + 100 g ha-1) (i.e. 75 g a.i. ha-1 + 30 g a.i. ha-1 + 1 g a.i. ha-1)
Silstrup,18-06-2015,BBCH 14
Silstrup,23-06-2015,BBCH 15
Silstrup,23-06-2015,MaisTer (foramsulfuron+iodosulfuron) - weeds - (50 g ha-1) (i.e. 15 g a.i. ha-1 + 0,5 g a.i. ha-1)
Silstrup,03-07-2015,BBCH 17-18
Silstrup,03-07-2015,Biomass 5.8 g m-2 - 100% DM
Silstrup,14-07-2015,BBCH 19
Silstrup,22-07-2015,BBCH 31
Silstrup,12-08-2015,BBCH 51
Silstrup,13-08-2015,BBCH 51
Silstrup,13-08-2015,Biomass 303.8 g m-2 - 100% DM
Silstrup,19-08-2015,BBCH 54
Silstrup,26-08-2015,BBCH 65
Silstrup,09-09-2015,BBCH 70
Silstrup,23-09-2015,BBCH 72
Silstrup,30-09-2015,BBCH 73
Silstrup,05-10-2015,BBCH 74
Silstrup,05-10-2015,Biomass 1086.2 g m-2 - 100% DM
Silstrup,21-10-2015,BBCH 77
Silstrup,28-10-2015,BBCH 80
Silstrup,31-10-2015,Harvest of maiz. Stubble height 25 cm. Total harvested yield 64.98 hkg ha-1100% DM.
Silstrup,05-11-2015,Maiz stubble chrushed with a cutter
Silstrup,28-04-2016,Stuble cultivated - depth 6 cm
Silstrup,09-05-2016,Pig slurry application – acidified at application – trail hose applied at surface – 34 t ha-1 - 150.6 Total-N, 85.0 NH4-N, 70.7 P, 73.4 K, kg ha-1, DM of slurry 4.79%
Silstrup,10-05-2016,Ploughed - 24 cm depth - packed with a ring roller
Silstrup,11-05-2016,Fertilization 89.6 K kg ha-1
Silstrup,12-05-2016,Rotary cultivated - depth 5.0 cm
Silstrup,13-05-2016,Fertilization 33.4 N, 17.5 P, kg ha-1 (placed at sowing)
Silstrup,13-05-2016,Sowing maiz cv. Activate, depth 3.5 cm, rowdistance 75 cm, seeddistance 14.7 cm seeding rate 10 m2. final plantnumber 8 m2 (seeds werer coated Mesurol FS 500 - thirame, fludioxonil and metalaxyl-M)
Silstrup,13-05-2016,BBCH stage 01
Silstrup,25-05-2016,BBCH stage 07
Silstrup,30-05-2016,BBCH stage 09 – emergence
Silstrup,02-06-2016,BBCH stage 12
Silstrup,06-06-2016,BBCH stage 13-14
Silstrup,06-06-2016,Callisto (mesotrion) + Harmony SX (thifensulfuron-methyl) - weeds - (0.75 L ha-1 + 5.625 g ha-1) (i.e. 75 g a.i. ha-1 + 2.813 g a.i. ha-1
Silstrup,08-06-2016,BBCH stage 14
Silstrup,08-06-2016,Biomass 3.3 g m-2 - 100% DM
Silstrup,22-06-2016,BBCH stage 16-17
Silstrup,22-06-2016,Callisto (mesotrion) + MaisTer (foramsulfuron+iodosulfuron) - weeds - (0.75 L ha-1 + 150 g ha-1) (i.e. 75 g a.i. ha-1 + 45 g a.i. ha-1 + 1,5 g a.i. ha-1)
Silstrup,27-06-2016,BBCH stage 17-18
Silstrup,29-06-2016,BBCH stage 19-21
Estrup,06-09-2010,Rotor harrowed - depth 5 cm
Estrup,14-09-2010,Ploughed - depth 20 cm - packed with a ring roller
Estrup,14-09-2010,Seedbed preparation - depth 5 cm
Estrup,14-09-2010,Winter wheat sown cv. Frument. Depth 4.0 cm, rowdistance 12 cm, seeding rate 210 kg ha-1. Final plantnumber 370 m-2
Estrup,25-09-2010,BBCH stage 09 – emergence
Estrup,30-09-2010,BBCH stage 10
Estrup,30-09-2010,Express ST (tribenuron-methyl) - weeds - 1 tablet ha-1
Estrup,07-10-2010,BBCH stage 11
Estrup,14-10-2010,BBCH stage 12
Estrup,28-10-2010,BBCH stage 13
Estrup,11-11-2010,BBCH stage 20
Estrup,11-11-2010,Fertilization manganes sulfate (32%) - 3.0 L ha-1
Estrup,18-11-2010,BBCH stage 21
Estrup,17-03-2011,BBCH stage 21
Estrup,17-03-2011,Fertilization 70 N, 9 P, 33 K, kg ha-1
Estrup,07-04-2011,BBCH stage 22
Estrup,07-04-2011,Biomass 37.1 g m-2 - 100% DM
Estrup,14-04-2011,BBCH stage 22
Estrup,14-04-2011,Pig slurry application - trail hose (surface) - 42.4 t ha-1, 124 total-N, 90 NH4N, 56 P ha-1, 19 K, kg ha-1
Estrup,19-04-2011,BBCH stage 23
Estrup,26-04-2011,BBCH stage 29
Estrup,26-04-2011,Fox 480 SC (bifenox) - weeds - 1.2 L ha-1
Estrup,02-05-2011,BBCH stage 31
Estrup,02-05-2011,Fertilization manganes sulfate (32%) - 3.0 L ha-1
Estrup,05-05-2011,BBCH stage 30
Estrup,09-05-2011,BBCH stage 31
Estrup,09-05-2011,Flexity (metrafenon) - fungi - 0.5 L ha-1
Estrup,12-05-2011,BBCH stage 32
Estrup,18-05-2011,BBCH stage 37
Estrup,25-05-2011,BBCH stage 43
Estrup,31-05-2011,BBCH stage 45
Estrup,31-05-2011,Biomass 731.6 g m-2 - 100% DM
Estrup,07-06-2011,BBCH stage 58
Estrup,07-06-2011,Flexity (metrafenon) - fungi - 0.5 L ha-1
Estrup,08-06-2011,BBCH stage 58
Estrup,16-06-2011,BBCH stage 65
Estrup,23-06-2011,BBCH stage 68
Estrup,28-06-2011,BBCH stage 70
Estrup,28-06-2011,Biomass 1201.1 g m-2 - 100% DM
Estrup,30-06-2011,BBCH stage 70
Estrup,14-07-2011,BBCH stage 77
Estrup,21-07-2011,BBCH stage 83
Estrup,28-07-2011,BBCH stage 87
Estrup,04-08-2011,BBCH stage 89
Estrup,22-08-2011,Harvest of winter wheat. Stubleheight 12 cm, grainyield 66.3 hkg ha-1 85% DM,
Estrup,22-08-2011,Straw shredded at harvest - 53.8 hkg ha-1 100% DM
Estrup,03-10-2011,Roundup Max (glyphosate) - weeds - 2.0 kg ha-1
Estrup,09-11-2012,Ploughed - depth 20 cm - packed with a Dalbo ring roller
Estrup,22-03-2012,Fertilization 117 N, 15 P, 55 K, kg ha-1
Estrup,29-03-2012,Rotor harrowed - depth 4 cm
Estrup,30-03-2012,Spring barley sown, cv. Keops, seeding rate 159 kg ha-1, sowing depth 4.3 cm, row distance 12 cm. Final plantnumber 330 m-2
Estrup,03-04-2012,Rolled with a Cambridge roller
Estrup,22-04-2012,BBCH 9 – emergence
Estrup,23-04-2012,BBCH stage 10
Estrup,26-04-2012,BBCH stage 11
Estrup,01-05-2012,BBCH stage 12
Estrup,15-05-2012,BBCH stage 22
Estrup,15-05-2012,Biomass 30.5 g m-2 - 100% DM
Estrup,15-05-2012,Fox 480 SC (bifenox) - weeds - 1.2 L ha-1
Estrup,18-05-2012,BBCH stage 23
Estrup,18-05-2012,Mustang forte (aminopyralid/florasulam/2,4-D) - weeds - 0.75 L ha-1
Estrup,21-05-2012,BBCH stage 30
Estrup,21-05-2012,Fertilization manganes nitrate (23,5%) - 2.0 L ha-1
Estrup,29-05-2012,BBCH stage 37
Estrup,29-05-2012,Fertilization manganes nitrate (23,5%) - 2.0 L ha-1
Estrup,06-06-2012,BBCH stage 40
Estrup,13-06-2012,BBCH stage 50
Estrup,13-06-2012,Amistar (azoxystrobin) - fungi - 1.0 L ha-1
Estrup,14-06-2012,BBCH stage 50
Estrup,14-06-2012,Biomass 528.5 g m-2 - 100% DM
Estrup,20-06-2012,BBCH stage 56
Estrup,27-06-2012,BBCH stage 61
Estrup,02-07-2012,BBCH stage 70
Estrup,02-07-2012,Biomass 914.6 g m-2 - 100% DM
Estrup,11-07-2012,BBCH stage 73
Estrup,18-07-2012,BBCH stage 77
Estrup,25-07-2012,BBCH stage 83
Estrup,01-08-2012,BBCH stage 86
Estrup,13-08-2012,BBCH stage 89
Estrup,13-08-2012,Harvest of spring barley. Stuble height 12 cm, grainyield 62.9 hkg ha-1 85% DM.
Estrup,13-08-2012,Straw shredded at harvest - 41.0 hkg ha-1 100% DM
Estrup,26-09-2012,Tracer (potasium bromide) - 30 kg ha-1
Estrup,08-03-2013,Ploughed - depth 20 cm - packed with a Dalbo ring roller
Estrup,05-04-2013,Fertilization 16 P, 84 K, kg ha-1
Estrup,23-04-2013,Seedbed preparation - depth 5 cm
Estrup,23-04-2013,Sowing peas - cultivare Alvesta - depth 5 cm, rowdistance 12 cm, seeding rate 230 kg ha-1. Final plantnumber 82 m-2
Estrup,23-04-2013,Rolled with a Cambridge roller
Estrup,25-04-2013,BBCH stage 0
Estrup,25-04-2013,Command CS (clomazone) - weeds - 0.25 L ha-1
Estrup,04-05-2013,BBCH 9 – emergence
Estrup,16-05-2013,BBCH stage 12
Estrup,16-05-2013,Fighter 480 (bentazone) - weeds - 1.0 L ha-1
Estrup,16-05-2013,Cyperb (cypermethrin) - pests - 0.3 L ha-1 (not analysed)
Estrup,22-05-2013,BBCH stage 31
Estrup,27-05-2013,BBCH stage 33
Estrup,27-05-2013,Biomass 42.3 g m-2 - 100% DM
Estrup,06-06-2013,BBCH stage 37
Estrup,12-06-2013,BBCH stage 40
Estrup,21-06-2013,BBCH stage 60
Estrup,21-06-2013,Biomass 357.7 g m-2 - 100% DM
Estrup,26-06-2013,BBCH stage 62
Estrup,09-07-2013,BBCH stage 66
Estrup,12-07-2013,BBCH stage 68
Estrup,12-07-2013,Biomass 718.1 g m-2 - 100% DM
Estrup,13-07-2013,BBCH stage 68
Estrup,13-07-2013,Pirimor G (pirimicarb) - pests - 0.25 kg ha-1
Estrup,17-07-2013,BBCH stage 79
Estrup,31-07-2013,BBCH stage 83
Estrup,05-08-2013,BBCH stage 83
Estrup,05-08-2013,Biomass 985.3 g m-2 - 100% DM
Estrup,13-08-2013,BBCH stage 87
Estrup,20-08-2013,BBCH stage 90
Estrup,21-08-2013,Glyphonova 450 Plus (glyphosate) - weeds - 2.4 L ha-1
Estrup,27-08-2013,BBCH stage 93
Estrup,06-09-2013,Harvest of peas. Stubble height 10 cm, seed yield 49.8 hkg ha-1- 86% dry matter.
Estrup,06-09-2013,Straw shedded at harvest - 24.38 hkg ha-1 100% DM
Estrup,13-09-2013,Winter wheat sown cv. Herford. Depth 4.0 cm, rowdistance 12 cm, seeding rate 180 kg ha-1. Final plantnumber 365 m-2 using a combined powerharrow sowing equipment
Estrup,21-09-2013,BBCH 9 – emergence
Estrup,25-09-2013,BBCH stage 11
Estrup,09-10-2013,BBCH stage 12
Estrup,14-10-2013,BBCH stage 20
Estrup,14-10-2013,Fertilization manganes nitrate (23.5%) - 2.0 kg ha-1
Estrup,30-10-2013,BBCH stage 21
Estrup,11-11-2013,BBCH stage 24
Estrup,11-11-2013,Oxitril CM (bromoxynil + ioxynil) + DFF (diflufenican) - weeds - 0.2 L ha-1 + 0.24 L ha-1 (bromoxynil and ioxynil not included)
Estrup,13-11-2013,BBCH stage 24
Estrup,02-04-2014,BBCH stage 30
Estrup,04-04-2014,BBCH stage 30
Estrup,04-04-2014,Fertilization 150 N, 16 P, 60 K, kg ha-1 (liquid fertilizer - applied 1000 L ha-1 with a sprayer)
Estrup,22-04-2014,BBCH stage 32
Estrup,22-04-2014,Fluxyr 200 EC - (fluroxypyr) - weeds - 0.7 L ha-1 (not included)
Estrup,22-04-2014,Fertilization manganes nitrate (23,5%) - 2.0 kg ha-1
Estrup,07-05-2014,BBCH stage 34
Estrup,07-05-2014,Biomass 54.0 g m-2 - 100% DM
Estrup,15-05-2014,BBCH stage 36
Estrup,15-05-2014,Primus (florasulam) - weeds - 50 mL ha-1
Estrup,20-05-2014,BBCH stage 38
Estrup,20-05-2014,Folicur 250 EC (tebuconazole) - fungi - 1.0 L ha-1
Estrup,27-05-2014,BBCH stage 50
Estrup,02-06-2014,BBCH stage 59
Estrup,02-06-2014,Biomass 497.3 g m-2 - 100% DM
Estrup,02-06-2014,Amistar (azoxystrobin) - fungi - 1.0 L ha-1
Estrup,11-06-2014,BBCH stage 67
Estrup,18-06-2014,BBCH stage 71
Estrup,24-06-2014,BBCH stage 72
Estrup,24-06-2014,Cyperb (cypermethrin) - pests - 0.25 L ha-1 (not analysed)
Estrup,02-07-2014,BBCH stage 74
Estrup,07-07-2014,BBCH stage 75
Estrup,07-07-2014,Biomass 1557.7 g m-2 - 100% DM
Estrup,16-07-2014,BBCH stage 82
Estrup,26-07-2014,BBCH stage 87
Estrup,26-07-2014,Glyphonova 450 Plus (glyphosate) - weeds – 2.4 L ha-1
Estrup,06-08-2014,BBCH stage 90
Estrup,06-08-2014,Harvest of winter wheat. Stubleheight 11 cm, grainyield 69.3 hkg ha-1 85% DM
Estrup,12-08-2014,Harrowed to 5 cm depth and sown a catch crop of oilseed radish 12 kg ha-1 seed on soil surface
Estrup,06-08-2014,Straw shredded at harvest - 48.7 hkg ha-1, 100% DM
Estrup,12-08-2014,Liming 3.5 t ha-1 magnesium limestone
Estrup,29-04-2015,Pig slurry application - accidified at application from pH 7,15 til 6,82- hose applied at surface - 28.0 t ha-1 - 117.3 Total-N, 76.44 NH4-N, 39.2 P, 47.9 K, kg ha-1, DM of slurry 5.43%
Estrup,29-04-2015,Ploughed - depth 20 cm
Estrup,11-05-2015,Seedbed preparation - depth 5 cm using a Rabewerke rotary cultivator
Estrup,11-05-2015,Fertilization 30.8 N, 4.7 P, 19.0 K, kg ha-1 (placed at sowing)
Estrup,11-05-2015,Sowing maize cv. Ambition, depth 4 cm, rowdistance 75 cm, seeddistance 12.1 cm seeding rate 11 m2. Final plantnumber 10.5 m2
Estrup,13-05-2015,Fertilization 55.3 N, 8.5 P, 34.0 K, kg ha-1 (applied with a field sprayer - luiquid fertilizer
Estrup,27-05-2015,BBCH 09
Estrup,27-05-2015,Callisto (mesotrione) + Harmony SX (thifensulfuron-methyl) - weeds - (0.75 L ha-1+ 5.625 g ha-1) (i.e. 75 g a.i. ha-1 + 2.813 g a.i. ha-1
Estrup,03-06-2015,BBCH 12
Estrup,06-06-2015,BBCH 13
Estrup,06-06-2015,Callisto (mesotrione) + MaisTer (foramsulfuron+iodosulfuron) - weeds - (0.75 L ha-1 + 100 g ha-1) (i.e. 75 g a.i. ha-1 + 30 g a.i. ha-1 + 1 g a.i. ha-1)
Estrup,08-06-2015,BBCH 13
Estrup,08-06-2015,Biomass 0.4 g m-2 - 100% DM
Estrup,18-06-2015,BBCH 14
Estrup,23-06-2005,BBCH 16
Estrup,30-06-2015,BBCH 18
Estrup,30-06-2015,MaisTer (foramsulfuron+iodosulfuron) + Lodin 200 EC (fluroxypyr) - weeds - (50 g ha-1 + 1.0 L ha-1) (i.e. 15 g a.i. ha-1 + 0,5 g a.i. ha-1 + 180 g a.i. ha-1)
Estrup,01-07-2015,BBCH 19
Estrup,09-07-2015,BBCH 22
Estrup,16-07-2015,BBCH 33
Estrup,23-07-2015,BBCH 43
Estrup,30-07-2015,BBCH 51
Estrup,04-08-2015,BBCH 51
Estrup,04-08-2015,Biomass 1794 g m-2 - 100% DM
Estrup,05-08-2015,BBCH 60
Estrup,13-08-2015,BBCH 65
Estrup,08-06-2015,Biomass 4159 g m-2 - 100% DM
Estrup,20-08-2015,BBCH 69
Estrup,01-09-2015,BBCH 72
Estrup,15-09-2015,BBCH 73
Estrup,22-09-2015,BBCH 74
Estrup,06-10-2015,BBCH 75
Estrup,13-10-2015,BBCH 78
Estrup,23-10-2015,BBCH 81
Estrup,23-10-2015,Harvest of maiz. Stubble height 25 cm. Total harvested yield 105.98 hkg ha-1 100% DM.
Estrup,04-05-2016,Pig slurry application - accidified at application trail hose applied at surface - 21.0 t ha-1 - 86.5 Total-N, 56.3 NH4-N, 11.6 P, 29.6 K, kg ha-1, DM of slurry 3.58 %
